passer_player_id,name,plays,Outcome
00-0028118,T.Taylor,67,Completion
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Completion
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Completion
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Completion
00-0028118,T.Taylor,67,Sack
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Sack
00-0028118,T.Taylor,67,Completion
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Sack
00-0028118,T.Taylor,67,Sack
00-0028118,T.Taylor,67,Completion
00-0028118,T.Taylor,67,Completion
00-0028118,T.Taylor,67,Completion
00-0028118,T.Taylor,67,Sack
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Sack
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Completion
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Completion
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Touchdown
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Completion
00-0028118,T.Taylor,67,Completion
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Scramble
00-0028118,T.Taylor,67,Incompletion
00-0028118,T.Taylor,67,Interception
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Touchdown
00-0029263,R.Wilson,129,Touchdown
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Sack
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Touchdown
00-0029263,R.Wilson,129,Touchdown
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Sack
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Sack
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Sack
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Sack
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Touchdown
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Sack
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Sack
00-0029263,R.Wilson,129,Sack
00-0029263,R.Wilson,129,Sack
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Touchdown
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Sack
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Touchdown
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Sack
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Interception
00-0029263,R.Wilson,129,Sack
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Touchdown
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Scramble
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Incompletion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Touchdown
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Completion
00-0029263,R.Wilson,129,Incompletion
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Sack
00-0029701,R.Tannehill,34,Scramble
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Scramble
00-0029701,R.Tannehill,34,Completion
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Completion
00-0029701,R.Tannehill,34,Completion
00-0029701,R.Tannehill,34,Completion
00-0029701,R.Tannehill,34,Completion
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Scramble
00-0029701,R.Tannehill,34,Sack
00-0029701,R.Tannehill,34,Interception
00-0029701,R.Tannehill,34,Completion
00-0029701,R.Tannehill,34,Completion
00-0029701,R.Tannehill,34,Scramble
00-0029701,R.Tannehill,34,Completion
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Completion
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Completion
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Incompletion
00-0029701,R.Tannehill,34,Scramble
00-0029701,R.Tannehill,34,Scramble
00-0029701,R.Tannehill,34,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Sack
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Touchdown
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Interception
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Touchdown
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Touchdown
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Touchdown
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Touchdown
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Scramble
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Completion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Incompletion
00-0030565,G.Smith,85,Scramble
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Scramble
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Scramble
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Scramble
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Scramble
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Scramble
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Scramble
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Scramble
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Scramble
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Interception
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Touchdown
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Touchdown
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Sack
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Incompletion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Touchdown
00-0031280,D.Carr,72,Completion
00-0031280,D.Carr,72,Scramble
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Touchdown
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Touchdown
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Touchdown
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Touchdown
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Touchdown
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Touchdown
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Interception
00-0033077,D.Prescott,146,Touchdown
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Touchdown
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Touchdown
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Sack
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Scramble
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Incompletion
00-0033077,D.Prescott,146,Completion
00-0033077,D.Prescott,146,Incompletion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Touchdown
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Scramble
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Scramble
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Touchdown
00-0033106,J.Goff,75,Touchdown
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Sack
00-0033106,J.Goff,75,Sack
00-0033106,J.Goff,75,Scramble
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Sack
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Interception
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Sack
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Scramble
00-0033106,J.Goff,75,Scramble
00-0033106,J.Goff,75,Sack
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Scramble
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Interception
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Sack
00-0033106,J.Goff,75,Sack
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Scramble
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Completion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Incompletion
00-0033106,J.Goff,75,Incompletion
